code_system,code,display,classification,review_reason
SNOMED,233445008,Transjugular intrahepatic portosystemic shunt (procedure),,
SNOMED,233456008,Stripping of vein (procedure),,
SNOMED,233659006,Asbestos-induced pleural plaque (disorder),,
SNOMED,233816003,Postoperative cardiac complication (disorder),,
SNOMED,233844002,Accelerated coronary artery disease in transplanted heart (disorder),,
SNOMED,233896004,Re-entrant atrioventricular node tachycardia (disorder),,
SNOMED,233988005,Carotid artery aneurysm (disorder),,
SNOMED,234109007,Lymphocele (disorder),,
SNOMED,235849009,Small intestinal gangrene (disorder),,
SNOMED,235853006,Angiodysplasia of intestine (disorder),,
SNOMED,235985005,Fecal peritonitis (disorder),,
SNOMED,236005001,Malignant ascites (disorder),,
SNOMED,236488005,Renal artery occlusion (disorder),,
SNOMED,236570004,Renal transplant rejection (disorder),,
SNOMED,236708007,Calyceal renal calculus (disorder),,
SNOMED,238456006,Snake bite (event),,
SNOMED,238742005,Acne keloidalis (disorder),,
SNOMED,238772004,Livedo reticularis (disorder),,
SNOMED,239737007,Contracture of joint of finger (disorder),,
SNOMED,239777004,Knee pyogenic arthritis (disorder),,
SNOMED,239791005,Seropositive rheumatoid arthritis (disorder),,
SNOMED,239993003,Ischial bursitis (disorder),,
SNOMED,240028007,Enthesopathy of foot region (disorder),,
SNOMED,240198002,Osteoporotic vertebral collapse (disorder),,
SNOMED,240302002,Neonatal erythroderma (disorder),,
SNOMED,240530001,Epstein-Barr virus disease (disorder),,
SNOMED,24548005,Cyst of vagina (disorder),,
SNOMED,246656009,Loss of part of visual field (finding),,
SNOMED,247467008,Comedone (disorder),,
SNOMED,248523006,Rectal mass (finding),,
SNOMED,248861000,Atrophic vulva (disorder),,
SNOMED,249263004,Adhesions of foreskin (disorder),,
SNOMED,249444002,Vocal cord cyst (disorder),,
SNOMED,249915009,Hand joint stiff (finding),,
SNOMED,251036003,Aortic root dilatation (disorder),,
SNOMED,251331003,Alveolar periostitis (disorder),,
SNOMED,253184003,Chiari malformation (disorder),,
SNOMED,253785008,Generalized congenital intestinal dysmotility (disorder),,
SNOMED,254462001,Carcinoma of parotid gland (disorder),,
SNOMED,254570009,Carcinoma of duodenum (disorder),,
SNOMED,254588001,Polyp of intestine (disorder),,
SNOMED,254622008,Squamous cell carcinoma of bronchus (disorder),,
SNOMED,255052006,Malignant neoplasm of unknown origin (disorder),,
SNOMED,255155005,Pleomorphic adenoma of parotid gland (disorder),,
SNOMED,25604001,Traumatic injury of common peroneal nerve (disorder),,
SNOMED,262952002,Traumatic intracranial subdural hematoma (disorder),,
SNOMED,262966007,Rupture of muscle (disorder),,
SNOMED,265132005,Primary open reduction and internal fixation of proximal femoral fracture with screw/nail and plate device (procedure),,
SNOMED,265636007,Cerclage of cervix (procedure),,
SNOMED,268228006,Undescended testes - bilateral (disorder),,
SNOMED,268481000,Child health care (regime/therapy),,
SNOMED,269460009,Malignant neoplasm of greater curvature of stomach (disorder),,
SNOMED,271479005,Benign neoplasm of pituitary gland and craniopharyngeal duct (disorder),,
SNOMED,271808008,Generalized edema (finding),,
SNOMED,274134003,Leukoplakia (disorder),,
SNOMED,274331003,Surgical biopsy of breast (procedure),,
SNOMED,275448003,Perianal dermatitis (disorder),,
SNOMED,275517008,Superficial vein thrombosis (disorder),,
SNOMED,276720006,Dysmorphism (disorder),,
SNOMED,276954004,Squamous cell carcinoma of floor of mouth (disorder),,
SNOMED,277890004,Toe swelling (finding),,
SNOMED,279029001,Pain in cervical spine (finding),,
SNOMED,282760004,Clavicle injury (disorder),,
SNOMED,283359004,Laceration of forehead (disorder),,
SNOMED,28391008,Localized retinal edema (disorder),,
SNOMED,284470004,Premature atrial contraction (disorder),,
SNOMED,287001000,"Cellulitis of leg, excluding foot (disorder)",,
SNOMED,28715001,Objective tinnitus (finding),,
SNOMED,28884001,"Moderate bipolar I disorder, single manic episode (disorder)",,
SNOMED,289794001,Lesion of cervix (disorder),,
SNOMED,290113009,Bloody nipple discharge (disorder),,
SNOMED,29260007,Immunoglobulin A deficiency (disorder),,
SNOMED,298167002,Inflammation of joint of finger (finding),,
SNOMED,299647001,Amputated above knee (finding),,
SNOMED,300092000,Lesion of external ear (disorder),,
SNOMED,300197009,Ear problem (finding),,
SNOMED,30238006,Secondary female infertility (disorder),,
SNOMED,302849000,Nephroblastoma (disorder),,
SNOMED,302851001,Synovial sarcoma (disorder),,
SNOMED,302896008,Keratoconjunctivitis sicca (disorder),,
SNOMED,302910002,Atherosclerotic renal artery stenosis (disorder),,
SNOMED,30731004,Glossodynia (disorder),,
SNOMED,308068007,History of treatment for ischemic heart disease (situation),,
SNOMED,308665009,Replacement of pulmonary valve with biological valve prosthesis (procedure),,
SNOMED,308899009,Unsatisfactory living conditions (finding),,
SNOMED,309083007,Abscess of back (disorder),,
SNOMED,309557009,Numbness of face (finding),,
SNOMED,31216003,Profound intellectual disability (disorder),,
SNOMED,313071005,Counseling for harmful pattern of substance use (procedure),,
SNOMED,313341008,International normalized ratio above reference range (finding),,
SNOMED,314201008,Dislocation of hip joint prosthesis (disorder),,
SNOMED,314788004,Divergence insufficiency (disorder),,
SNOMED,31487001,Disseminated idiopathic skeletal hyperostosis (disorder),,
SNOMED,315058005,Hereditary nonpolyposis colon cancer (disorder),,
SNOMED,31611000,Multiple personality disorder (disorder),,
SNOMED,31975004,Fracture of scaphoid bone (disorder),,
SNOMED,32402008,Facial spasm (finding),,
SNOMED,32477003,Heart-lung transplant with recipient cardiectomy-pneumonectomy (procedure),,
SNOMED,3253007,Discoloration of skin (finding),,
SNOMED,32805004,Fractures of multiple bones of lower limb (disorder),,
SNOMED,33325001,Compensatory emphysema (disorder),,
SNOMED,3345002,Idiopathic osteoporosis (disorder),,
SNOMED,34250006,Benign mucous membrane pemphigoid (disorder),,
SNOMED,34631000,Administration of vaccine product containing only Rabies lyssavirus antigen (procedure),,
SNOMED,35055000,Band-shaped keratopathy (disorder),,
SNOMED,35195001,Frostbite of foot (disorder),,
SNOMED,35742006,Congenital syphilis (disorder),,
SNOMED,35745008,Umbilical discharge (finding),,
SNOMED,35908007,Chronic arthritis (disorder),,
SNOMED,359901001,Neuroplasty and transposition of median nerve at carpal tunnel (procedure),,
SNOMED,36046008,Ischiorectal abscess (disorder),,
SNOMED,36179005,Reversible ischemic neurologic deficit syndrome (disorder),,
SNOMED,363360003,Malignant neoplasm of oral part of tongue (disorder),,
SNOMED,363411007,Malignant neoplasm of appendix (disorder),,
SNOMED,363445000,Malignant neoplasm of vagina (disorder),,
SNOMED,363457009,Malignant neoplasm of renal pelvis (disorder),,
SNOMED,363459007,Malignant neoplasm of urethra (disorder),,
SNOMED,363516004,Malignant neoplasm of penis (disorder),,
SNOMED,367401004,Myelogram (procedure),,
SNOMED,367460001,Pituitary dwarfism (disorder),,
SNOMED,367489004,Infantile malignant osteopetrosis (disorder),,
SNOMED,36758002,Late effect of fracture of lower extremities (disorder),,
SNOMED,370240005,Superficial laceration of foot (disorder),,
SNOMED,37031009,Motion sickness (finding),,
SNOMED,37098000,Cellulitis of external nose (disorder),,
SNOMED,371128008,Occupational injury (disorder),,
SNOMED,371686006,Infection caused by Mycobacterium avium-intracellulare group (disorder),,
SNOMED,372103002,Carcinoma of glottis (disorder),,
SNOMED,37236007,Dermabrasion (procedure),,
SNOMED,373415004,Implantation of posterior chamber intraocular lens (procedure),,
SNOMED,373436002,Infection caused by Mycobacterium intracellulare (disorder),,
SNOMED,37373007,Meckel's diverticulum (disorder),,
SNOMED,37471005,Hypersensitivity pneumonitis (disorder),,
SNOMED,37871000,Acute hepatitis (disorder),,
SNOMED,37941009,Rumination disorder (disorder),,
SNOMED,385715006,Cardiac care (regime/therapy),,
SNOMED,38739001,Hepatic vein thrombosis (disorder),,
SNOMED,392133001,Pigment dispersion syndrome (disorder),,
SNOMED,39335003,Closed fracture of four ribs (disorder),,
SNOMED,39526006,Redundant prepuce (disorder),,
SNOMED,3972004,Primary insomnia (disorder),,
SNOMED,397810006,Pyosalpinx (disorder),,
SNOMED,397827003,Growth hormone deficiency (disorder),,
SNOMED,39837002,Alternating esotropia (disorder),,
SNOMED,399357009,Thiamine deficiency (disorder),,
SNOMED,399901005,Acquired plantar keratoderma (disorder),,
SNOMED,400003000,Delayed puberty (disorder),,
SNOMED,400159008,Congenital vascular malformation (disorder),,
SNOMED,40059006,Creation of aortofemoral shunt (procedure),,
SNOMED,402698005,Dermatitis of external ear (disorder),,
SNOMED,402843003,Venous lake (disorder),,
SNOMED,402894005,Recurrent genital herpes simplex (disorder),,
SNOMED,403191005,Partial thickness burn (disorder),,
SNOMED,403915004,Basal cell carcinoma of scalp (disorder),,
SNOMED,404134006,Anaplastic large T-cell systemic malignant lymphoma (disorder),,
SNOMED,405555006,Hemorrhage of urethra (disorder),,
SNOMED,405822008,Squamous cell carcinoma of larynx (disorder),,
SNOMED,40650009,Obstruction of colon (disorder),,
SNOMED,408750000,"Complex regional pain syndrome, type II, upper limb (disorder)",,
SNOMED,41207000,Adenoviral pneumonia (disorder),,
SNOMED,41308008,Acute follicular conjunctivitis (disorder),,
SNOMED,413532003,Anemia due to blood loss (disorder),,
SNOMED,414821002,Neonatal candidiasis (disorder),,
SNOMED,415992005,Disorder of right cardiac ventricle (disorder),,
SNOMED,416033009,Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma (finding),,
SNOMED,416519002,Family history of renal stone (situation),,
SNOMED,417044008,"Hydatidiform mole, benign (disorder)",,
SNOMED,417996009,Systolic heart failure (disorder),,
SNOMED,418103007,Hypertrophy of lingual tonsil (disorder),,
SNOMED,419645003,Benign neoplasm of internal part of mouth (disorder),,
SNOMED,420519005,Malignant lymphoma of the eye region (disorder),,
SNOMED,422504002,Ischemic stroke (disorder),,
SNOMED,423294001,Idiopathic hypereosinophilic syndrome (disorder),,
SNOMED,423417009,Tendinitis of hand (disorder),,
SNOMED,424294008,Delayed hypersensitivity skin test for tuberculin purified protein derivative (procedure),,
SNOMED,424648000,Closed fracture of base of fifth metatarsal bone (disorder),,
SNOMED,424959007,Foreign body of neck (disorder),,
SNOMED,426284001,Chemical burn (disorder),,
SNOMED,426566004,Central pain syndrome (disorder),,
SNOMED,426896000,Chronic hypercapnic respiratory failure (disorder),,
SNOMED,427547007,Female infertility due to diminished ovarian reserve (disorder),,
SNOMED,427746000,Mass of shoulder region (finding),,
SNOMED,427749007,History of operative procedure on knee (situation),,
SNOMED,427788009,Ulcer of genital labium (disorder),,
SNOMED,428071007,History of repair of coarctation of aorta (situation),,
SNOMED,428077006,History of repair of inguinal hernia (situation),,
SNOMED,428375006,History of placement of stent for coronary artery disease (situation),,
SNOMED,428786006,Localized superficial swelling of skin (finding),,
SNOMED,428892006,History of thyroidectomy (situation),,
SNOMED,428912006,History of placement of stent in anterior descending branch of left coronary artery (situation),,
SNOMED,429016002,History of medullary carcinoma of thyroid (situation),,
SNOMED,429089000,History of malignant neoplasm of endometrium (situation),,
SNOMED,429164009,History of excision of lamina of lumbar vertebra for decompression of spinal cord (situation),,
SNOMED,429447000,Disorder of tendon of biceps (disorder),,
SNOMED,4.29631E+14,Glanular hypospadias (disorder),,
SNOMED,433237003,Neonatal cholestasis (disorder),,
SNOMED,43422002,Crushing injury of foot (disorder),,
SNOMED,439590007,Cardiovascular stress test abnormal (finding),,
SNOMED,441099000,Atypical squamous cells of undetermined significance on vaginal Papanicolaou smear (finding),,
SNOMED,441846005,Nonspecific tuberculin test reaction (finding),,
SNOMED,442077006,Flaccid hemiplegia of nondominant side (disorder),,
SNOMED,442098006,Mass of foot (finding),,
SNOMED,442460002,Procedure on wound (procedure),,
SNOMED,443250000,Malignant fibromatous neoplasm (disorder),,
SNOMED,443495005,Neoplasm of lymphoid system structure (disorder),,
SNOMED,443678007,Splinter foreign body (disorder),,
SNOMED,443718009,Celiac disease detected by autoantibody screening (finding),,
SNOMED,443760008,Sleep hypoventilation (disorder),,
SNOMED,444197004,"Multiple system atrophy, Parkinson variant (disorder)",,
SNOMED,444374006,Type C thymoma (disorder),,
SNOMED,44455001,Hypersomnia disorder related to a known organic factor (disorder),,
SNOMED,444597005,Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue of stomach (disorder),,
SNOMED,444767004,Fussy toddler (finding),,
SNOMED,444814009,Viral sinusitis (disorder),,
SNOMED,444932008,Dependence on ventilator (finding),,
SNOMED,445088006,Edema of face (finding),,
SNOMED,445201008,Carcinoembryonic antigen above reference range (finding),,
SNOMED,445429009,Excision of lamina of cervical vertebra (procedure),,
SNOMED,445460009,Epstein-Barr virus antibody detected in serum (finding),,
SNOMED,445478004,Osteoarthritis of pelvis (disorder),,
SNOMED,44548000,Hyperactive behavior (finding),,
SNOMED,44653001,Erysipelas (disorder),,
SNOMED,446859003,Laceration of nail bed of toe (disorder),,
SNOMED,44695005,Paralysis (finding),,
SNOMED,44795003,Rhesus isoimmunization affecting pregnancy (disorder),,
SNOMED,45369008,Arginine vasopressin deficiency (disorder),,
SNOMED,45613006,Contusion of lower leg (disorder),,
SNOMED,4568003,Retrosternal pain (finding),,
SNOMED,45688009,Pars planitis (disorder),,
SNOMED,46716003,Microalbuminuria measurement (procedure),,
SNOMED,46795000,Actinic cheilitis (disorder),,
SNOMED,47374004,Tarsal tunnel syndrome (disorder),,
SNOMED,47717004,Abnormal deglutition (finding),,
SNOMED,47841006,Chronic nasopharyngitis (disorder),,
SNOMED,48273005,Aneurysm of popliteal artery (disorder),,
SNOMED,48409008,Respiratory crackles (finding),,
SNOMED,48611009,Darier disease (disorder),,
SNOMED,48813009,Lymphocytopenia (disorder),,
SNOMED,49130001,Disorder of external ear (disorder),,
SNOMED,49209004,Subtotal gastrectomy (procedure),,
SNOMED,49563000,Periorbital edema (disorder),,
SNOMED,50715003,Pure red cell aplasia (disorder),,
SNOMED,50792001,Corneal erosion (disorder),,
SNOMED,50793006,Crushing injury of hand (disorder),,
SNOMED,5084002,Primary female infertility (disorder),,
SNOMED,52824009,Developmental reading disorder (disorder),,
SNOMED,53854005,Chorioretinal scar (disorder),,
SNOMED,54012000,Posttraumatic headache (finding),,
SNOMED,54641008,Closed fracture of base of metacarpal bone other than first metacarpal (disorder),,
SNOMED,54687002,Arterial embolism (disorder),,
SNOMED,55042009,Contusion of ankle (disorder),,
SNOMED,5510009,Organic delusional disorder (disorder),,
SNOMED,56170001,Photopsia (disorder),,
SNOMED,57219006,Craniosynostosis syndrome (disorder),,
SNOMED,57805002,Alternating exotropia with V pattern (disorder),,
SNOMED,58381000,Hypersplenism (disorder),,
SNOMED,5.91E+11,Vaccine declined by patient (situation),,
SNOMED,59698003,Disorder of conjunctiva (disorder),,
SNOMED,59703009,Cervical arthrodesis by anterior technique (procedure),,
SNOMED,59890007,Paralytic lagophthalmos (finding),,
SNOMED,60032008,Unable to concentrate (finding),,
SNOMED,609380008,Bowing deformity of lower limb (finding),,
SNOMED,609564002,Pre-existing type 1 diabetes mellitus in pregnancy (disorder),,
SNOMED,61167004,Thyroid stimulating hormone measurement (procedure),,
SNOMED,61372001,Aggressive behavior (finding),,
SNOMED,61937009,Simple chronic bronchitis (disorder),,
SNOMED,63181006,Paranoid schizophrenia in remission (disorder),,
SNOMED,6374002,Bundle branch block (disorder),,
SNOMED,64386003,Harmful pattern of use of sedative (disorder),,
SNOMED,64635004,Congenital nystagmus (disorder),,
SNOMED,6475002,"Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated (disorder)",,
SNOMED,65619001,Rectovaginal fistula (disorder),,
